morph,llength,lwidth,elevation,lat,larea
acutiflorum,0.23507212217948348,-0.8556661100577202,0.49,62.26,-0.8621584631487273
acutiflorum,0.7975071958841882,-0.33547273628812946,0.49,62.26,0.2204699843255683
acutiflorum,0.3987761199573678,-1.1394342831883648,0.49,62.26,-0.9822226385014876
acutiflorum,0.10436001532424286,-1.5141277326297755,0.49,62.26,-1.6513321925760232
acutiflorum,-0.31471074483970024,-1.8325814637483102,0.49,62.26,-2.388856683858501
acutiflorum,0.20701416938432612,-0.8675005677047231,0.49,62.26,-0.9020508735908875
acutiflorum,0.0769610411361284,-0.9942522733438669,0.49,62.26,-1.158855707478229
acutiflorum,0.29266961396282004,-0.7985076962177716,0.49,62.26,-0.7474025575254419
acutiflorum,0.4824261492442928,-1.1394342831883648,0.49,62.26,-0.8985726092145624
acutiflorum,0.02955880224154443,-1.3093333199837622,0.49,62.26,-1.5213389930127084
acutiflorum,0.12221763272424911,-1.0216512475319814,0.49,62.26,-1.1409980900782228
acutiflorum,-0.18632957819149348,-1.3470736479666092,0.49,62.26,-1.7749677014285934
acutiflorum,-0.4942963218147801,-1.6094379124341003,0.49,62.26,-2.345298709519371
acutiflorum,-0.2744368457017603,-1.2039728043259361,0.49,62.26,-1.7199741252981868
acutiflorum,0.131028262406404,-0.31471074483970024,0.49,62.26,-0.4252469577037868
acutiflorum,0.4885800148186709,-1.2729656758128873,0.49,62.26,-1.025950136264707
acutiflorum,0.1823215567939546,-0.9942522733438669,0.49,62.26,-1.0534951918204027
acutiflorum,-0.020202707317519466,-1.4271163556401458,0.49,62.26,-1.6888835382281557
acutiflorum,-0.527632742082372,-1.7147984280919266,0.49,62.26,-2.4839956454447893
acutiflorum,-0.3856624808119846,-1.2039728043259361,0.49,62.26,-1.8311997604084111
acutiflorum,0.5653138090500605,-1.2039728043259361,0.49,62.26,-0.880223470546366
acutiflorum,0.5007752879124892,-0.6931471805599453,0.49,62.26,-0.43393636791794654
acutiflorum,-0.12783337150988489,-1.3093333199837622,0.49,62.26,-1.6787311667641376
acutiflorum,0.598836501088704,-0.8209805520698302,0.49,62.26,-0.4637085262516167
acutiflorum,0.25464221837358075,-1.6607312068216509,0.49,62.26,-1.6476534637185605
acutiflorum,0.31724087445060684,-0.9942522733438669,0.49,62.26,-0.9185758741637505
acutiflorum,0.07232066157962608,-0.9942522733438669,0.49,62.26,-1.1634960870347313
acutiflorum,-0.24334625863172918,-1.4271163556401458,0.49,62.26,-1.9120270895423654
acutiflorum,0.7990075711094975,-0.3101549287583849,0.49,62.26,0.24728816708062207
acutiflorum,0.85015092936961,-0.283247475826393,0.49,62.26,0.3253389782727266
acutiflorum,0.0861776962410524,-1.155182640156504,0.49,62.26,-1.310569419185942
acutiflorum,0.10135249456149234,-1.3343346234550024,0.49,62.26,-1.4745466041640005
acutiflorum,0.131028262406404,-1.2729656758128873,0.49,62.26,-1.3835018886769739
acutiflorum,-0.20661424977283527,-1.6094379124341003,0.49,62.26,-2.0576166374774263
acutiflorum,-0.11653381625595151,-1.2378743560016174,0.49,62.26,-1.5959726475280593
acutiflorum,0.8933632270940248,-0.16644820724396364,0.49,62.26,0.48535054457957066
acutiflorum,0.8394096875381973,-0.4942963218147801,0.49,62.26,0.10354889045292684
acutiflorum,-0.40346710544549125,-1.2378743560016174,0.49,62.26,-1.882905936717599
acutiflorum,0.17395330712343798,-0.9352187417596739,0.49,62.26,-1.0028299099067264
acutiflorum,0.29266961396282004,-0.7133498878774648,0.49,62.26,-0.6622447491851352
acutiflorum,0.058268908123975824,-1.003302107954694,0.49,62.26,-1.1865976751012086
acutiflorum,0.14842000511827322,-1.1394342831883648,0.49,62.26,-1.232578753340582
acutiflorum,0.30932124755526214,-0.7391911190613522,0.49,62.26,-0.6714343467765805
acutiflorum,-0.13926206733350766,-2.120263536200091,0.49,62.26,-2.501090078804089
acutiflorum,0.2674793653893635,-0.9763946550589047,0.49,62.26,-0.9504797649400316
acutiflorum,0.16339354690843574,-1.5488132906176655,0.49,62.26,-1.6269842189797203
acutiflorum,-0.21691300156357363,-1.0861897686695525,0.49,62.26,-1.5446672455036166
acutiflorum,0.7227059828014898,-0.29437106060257756,0.49,62.26,0.18677044692842162
acutiflorum,0.6151856390902335,-1.6607312068216509,0.49,62.26,-1.2871100430019078
acutiflorum,0.24425251478554152,-1.2039728043259361,0.49,62.26,-1.201284764810885
